transaction_id,store_id,fecha,mes,dia_semana,hora,ubicacion_tienda,tipo_zona,producto,categoria_producto,precio_unitario,tipo_promocion,clima,ingestion_timestamp
T00175,S027,2024-08-14,8,Wednesday,00:00:00,Cusco,Comercial,Vino,Alcohol,23.24,Ninguno,Soleado,2026-04-19 23:51:28.848790
T00176,S038,2024-12-19,12,Thursday,00:00:00,Huancayo,Comercial,Cerveza,Alcohol,6.34,2x1,Lluvioso,2026-04-19 23:51:28.848790
T00177,S019,2024-08-02,8,Friday,00:00:00,Lima,Mixta,Paracetamol,Farmacia,8.81,Descuento,Lluvioso,2026-04-19 23:51:28.848790
T00178,S030,2024-04-29,4,Monday,00:00:00,Trujillo,Residencial,Vino,Alcohol,17.37,Ninguno,Soleado,2026-04-19 23:51:28.848790
T00179,S011,2024-02-10,2,Saturday,00:00:00,Arequipa,Comercial,Agua,Bebidas,7.93,2x1,Soleado,2026-04-19 23:51:28.848790
T00180,S024,2024-03-04,3,Monday,00:00:00,Piura,Residencial,Jabón,Aseo,9.35,Ninguno,Soleado,2026-04-19 23:51:28.848790
T00181,S029,2024-03-05,3,Tuesday,00:00:00,Trujillo,Mixta,Vino,Alcohol,9.24,Ninguno,Lluvioso,2026-04-19 23:51:28.848790
T00182,S018,2024-06-27,6,Thursday,00:00:00,Cusco,Comercial,Cerveza,Alcohol,11.11,Combo,Nublado,2026-04-19 23:51:28.848790
T00183,S049,2024-03-01,3,Friday,00:00:00,Huancayo,Comercial,Empanada,Comidas,11.23,Ninguno,Soleado,2026-04-19 23:51:28.848790
T00184,S009,2024-05-20,5,Monday,00:00:00,Lima,Comercial,Gaseosa,Bebidas,4.03,Descuento,Soleado,2026-04-19 23:51:28.848790
T00185,S046,2024-12-09,12,Monday,00:00:00,Lima,Residencial,Energizante,Bebidas,5.04,2x1,Lluvioso,2026-04-19 23:51:28.848790
T00186,S025,2024-02-14,2,Wednesday,00:00:00,Cusco,Mixta,Vino,Alcohol,19.65,Combo,Soleado,2026-04-19 23:51:28.848790
T00187,S020,2024-12-12,12,Thursday,00:00:00,Huancayo,Residencial,Jugo,Bebidas,2.69,Descuento,Nublado,2026-04-19 23:51:28.848790
T00188,S009,2024-04-22,4,Monday,00:00:00,Cusco,Comercial,Empanada,Comidas,8.62,Descuento,Nublado,2026-04-19 23:51:28.848790
T00189,S045,2024-02-08,2,Thursday,00:00:00,Cusco,Comercial,Sandwich,Comidas,13.2,Combo,Nublado,2026-04-19 23:51:28.848790
T00190,S044,2024-12-22,12,Sunday,00:00:00,Lima,Mixta,Gaseosa,Bebidas,7.11,Descuento,Nublado,2026-04-19 23:51:28.848790
T00191,S028,2024-12-19,12,Thursday,00:00:00,Arequipa,Mixta,Jugo,Bebidas,5.49,Ninguno,Lluvioso,2026-04-19 23:51:28.848790
T00192,S049,2024-01-07,1,Sunday,00:00:00,Trujillo,Residencial,Jugo,Bebidas,5.1,Ninguno,Soleado,2026-04-19 23:51:28.848790
T00193,S046,2024-10-20,10,Sunday,00:00:00,Piura,Comercial,Jugo,Bebidas,7.83,2x1,Soleado,2026-04-19 23:51:28.848790
T00194,S004,2024-12-28,12,Saturday,00:00:00,Arequipa,Comercial,Paracetamol,Farmacia,9.22,Ninguno,Soleado,2026-04-19 23:51:28.848790
T00195,S022,2024-09-30,9,Monday,00:00:00,Lima,Residencial,Jabón,Aseo,8.43,Combo,Soleado,2026-04-19 23:51:28.848790
T00196,S024,2024-11-04,11,Monday,00:00:00,Piura,Comercial,Jabón,Aseo,6.78,Ninguno,Soleado,2026-04-19 23:51:28.848790
T00197,S021,2024-05-04,5,Saturday,00:00:00,Trujillo,Mixta,Chocolate,Snacks,5.4,Ninguno,Soleado,2026-04-19 23:51:28.848790
T00198,S028,2024-01-08,1,Monday,00:00:00,Lima,Residencial,Vino,Alcohol,22.53,Ninguno,Lluvioso,2026-04-19 23:51:28.848790
T00199,S036,2024-01-05,1,Friday,00:00:00,Cusco,Residencial,Alcohol medicinal,Farmacia,5.12,Combo,Soleado,2026-04-19 23:51:28.848790
T00200,S004,2024-04-11,4,Thursday,00:00:00,Lima,Comercial,Empanada,Comidas,14.81,Combo,Lluvioso,2026-04-19 23:51:28.848790
T00201,S032,2024-12-30,12,Monday,00:00:00,Lima,Residencial,Agua,Bebidas,3.87,Descuento,Lluvioso,2026-04-19 23:51:28.848790
T00202,S019,2024-01-22,1,Monday,00:00:00,Arequipa,Comercial,Galletas,Snacks,5.02,2x1,Soleado,2026-04-19 23:51:28.848790
T00203,S036,2024-09-20,9,Friday,00:00:00,Huancayo,Mixta,Sandwich,Comidas,12.53,Ninguno,Soleado,2026-04-19 23:51:28.848790
T00204,S045,2024-02-04,2,Sunday,00:00:00,Lima,Comercial,Alcohol medicinal,Farmacia,7.88,Ninguno,Nublado,2026-04-19 23:51:28.848790
T00205,S008,2024-03-01,3,Friday,00:00:00,Piura,Residencial,Galletas,Snacks,1.36,Ninguno,Nublado,2026-04-19 23:51:28.848790
T00206,S025,2024-08-02,8,Friday,00:00:00,Huancayo,Mixta,Hamburguesa,Comidas,7.19,Ninguno,Soleado,2026-04-19 23:51:28.848790
T00207,S013,2024-08-01,8,Thursday,00:00:00,Huancayo,Comercial,Galletas,Snacks,4.57,Ninguno,Nublado,2026-04-19 23:51:28.848790
T00208,S018,2024-02-28,2,Wednesday,00:00:00,Piura,Mixta,Alcohol medicinal,Farmacia,8.48,Ninguno,Nublado,2026-04-19 23:51:28.848790
T00209,S004,2024-04-05,4,Friday,00:00:00,Lima,Mixta,Papas fritas,Snacks,5.65,Ninguno,Soleado,2026-04-19 23:51:28.848790
T00210,S010,2024-04-09,4,Tuesday,00:00:00,Arequipa,Residencial,Sandwich,Comidas,9.94,Ninguno,Lluvioso,2026-04-19 23:51:28.848790
T00211,S017,2024-06-23,6,Sunday,00:00:00,Trujillo,Residencial,Energizante,Bebidas,6.06,Descuento,Soleado,2026-04-19 23:51:28.848790
T00212,S002,2024-04-10,4,Wednesday,00:00:00,Cusco,Residencial,Empanada,Comidas,13.59,Ninguno,Nublado,2026-04-19 23:51:28.848790
T00213,S003,2024-01-16,1,Tuesday,00:00:00,Lima,Comercial,Hamburguesa,Comidas,5.36,Descuento,Soleado,2026-04-19 23:51:28.848790
T00214,S044,2024-01-28,1,Sunday,00:00:00,Cusco,Residencial,Vino,Alcohol,7.1,Ninguno,Soleado,2026-04-19 23:51:28.848790
T00215,S024,2024-10-29,10,Tuesday,00:00:00,Huancayo,Residencial,Shampoo,Aseo,6.64,Ninguno,Nublado,2026-04-19 23:51:28.848790
T00216,S047,2024-01-29,1,Monday,00:00:00,Lima,Comercial,Vino,Alcohol,24.54,2x1,Lluvioso,2026-04-19 23:51:28.848790
T00217,S036,2024-08-09,8,Friday,00:00:00,Piura,Residencial,Paracetamol,Farmacia,6.98,Ninguno,Soleado,2026-04-19 23:51:28.848790
T00218,S015,2024-05-14,5,Tuesday,00:00:00,Arequipa,Residencial,Sandwich,Comidas,5.66,2x1,Soleado,2026-04-19 23:51:28.848790
T00219,S026,2024-05-03,5,Friday,00:00:00,Piura,Comercial,Jugo,Bebidas,5.87,Descuento,Nublado,2026-04-19 23:51:28.848790
T00220,S047,2024-01-25,1,Thursday,00:00:00,Arequipa,Residencial,Empanada,Comidas,13.1,Combo,Lluvioso,2026-04-19 23:51:28.848790
T00221,S021,2024-06-07,6,Friday,00:00:00,Huancayo,Comercial,Papas fritas,Snacks,1.67,Combo,Soleado,2026-04-19 23:51:28.848790
T00222,S043,2024-02-15,2,Thursday,00:00:00,Huancayo,Comercial,Alcohol medicinal,Farmacia,4.46,Descuento,Nublado,2026-04-19 23:51:28.848790
T00223,S012,2024-04-17,4,Wednesday,00:00:00,Lima,Mixta,Shampoo,Aseo,11.62,Descuento,Nublado,2026-04-19 23:51:28.848790
T00224,S043,2024-05-18,5,Saturday,00:00:00,Lima,Comercial,Empanada,Comidas,13.29,Ninguno,Nublado,2026-04-19 23:51:28.848790
T00225,S044,2024-09-01,9,Sunday,00:00:00,Piura,Comercial,Shampoo,Aseo,10.11,Ninguno,Lluvioso,2026-04-19 23:51:28.848790
T00226,S037,2024-05-16,5,Thursday,00:00:00,Piura,Residencial,Vino,Alcohol,22.11,2x1,Lluvioso,2026-04-19 23:51:28.848790
T00227,S020,2024-06-03,6,Monday,00:00:00,Cusco,Residencial,Shampoo,Aseo,10.09,Combo,Nublado,2026-04-19 23:51:28.848790
T00228,S026,2024-04-26,4,Friday,00:00:00,Arequipa,Residencial,Hamburguesa,Comidas,10.74,Ninguno,Nublado,2026-04-19 23:51:28.848790
T00229,S021,2024-12-30,12,Monday,00:00:00,Arequipa,Mixta,Agua,Bebidas,3.05,Ninguno,Soleado,2026-04-19 23:51:28.848790
T00230,S045,2024-04-08,4,Monday,00:00:00,Piura,Mixta,Sandwich,Comidas,9.01,Ninguno,Lluvioso,2026-04-19 23:51:28.848790
T00231,S036,2024-08-08,8,Thursday,00:00:00,Lima,Mixta,Alcohol medicinal,Farmacia,8.85,2x1,Lluvioso,2026-04-19 23:51:28.848790
T00232,S006,2024-01-24,1,Wednesday,00:00:00,Cusco,Mixta,Papas fritas,Snacks,3.13,Ninguno,Soleado,2026-04-19 23:51:28.848790
T00233,S013,2024-12-22,12,Sunday,00:00:00,Huancayo,Residencial,Shampoo,Aseo,9.13,Ninguno,Lluvioso,2026-04-19 23:51:28.848790
T00234,S016,2024-12-08,12,Sunday,00:00:00,Lima,Mixta,Hamburguesa,Comidas,7.2,Ninguno,Lluvioso,2026-04-19 23:51:28.848790
T00235,S021,2024-02-28,2,Wednesday,00:00:00,Piura,Mixta,Chocolate,Snacks,1.21,2x1,Soleado,2026-04-19 23:51:28.848790
T00236,S039,2024-12-22,12,Sunday,00:00:00,Lima,Residencial,Jugo,Bebidas,4.69,Ninguno,Soleado,2026-04-19 23:51:28.848790
T00237,S001,2024-05-05,5,Sunday,00:00:00,Piura,Mixta,Agua,Bebidas,4.01,Ninguno,Nublado,2026-04-19 23:51:28.848790
T00238,S004,2024-12-02,12,Monday,00:00:00,Piura,Mixta,Vino,Alcohol,21.15,Ninguno,Nublado,2026-04-19 23:51:28.848790
T00239,S016,2024-08-03,8,Saturday,00:00:00,Lima,Residencial,Energizante,Bebidas,3.85,Ninguno,Soleado,2026-04-19 23:51:28.848790
T00240,S019,2024-02-12,2,Monday,00:00:00,Lima,Mixta,Vino,Alcohol,17.87,Ninguno,Nublado,2026-04-19 23:51:28.848790
T00241,S033,2024-06-27,6,Thursday,00:00:00,Cusco,Residencial,Energizante,Bebidas,3.15,Ninguno,Lluvioso,2026-04-19 23:51:28.848790
T00242,S019,2024-11-13,11,Wednesday,00:00:00,Lima,Mixta,Paracetamol,Farmacia,4.39,Ninguno,Nublado,2026-04-19 23:51:28.848790
T00243,S049,2024-05-07,5,Tuesday,00:00:00,Lima,Residencial,Galletas,Snacks,3.74,2x1,Soleado,2026-04-19 23:51:28.848790
T00244,S027,2024-08-06,8,Tuesday,00:00:00,Cusco,Mixta,Empanada,Comidas,10.5,Ninguno,Soleado,2026-04-19 23:51:28.848790
T00245,S010,2024-06-05,6,Wednesday,00:00:00,Huancayo,Mixta,Gaseosa,Bebidas,5.74,2x1,Lluvioso,2026-04-19 23:51:28.848790
T00246,S021,2024-03-13,3,Wednesday,00:00:00,Huancayo,Residencial,Empanada,Comidas,9.49,2x1,Soleado,2026-04-19 23:51:28.848790
T00247,S046,2024-09-04,9,Wednesday,00:00:00,Piura,Comercial,Agua,Bebidas,4.31,Ninguno,Soleado,2026-04-19 23:51:28.848790
T00248,S009,2024-04-15,4,Monday,00:00:00,Huancayo,Residencial,Galletas,Snacks,4.74,Descuento,Nublado,2026-04-19 23:51:28.848790
T00249,S046,2024-09-04,9,Wednesday,00:00:00,Arequipa,Residencial,Gaseosa,Bebidas,2.55,Descuento,Soleado,2026-04-19 23:51:28.848790
T00250,S036,2024-03-09,3,Saturday,00:00:00,Piura,Mixta,Shampoo,Aseo,11.08,Descuento,Nublado,2026-04-19 23:51:28.848790
T00251,S049,2024-11-14,11,Thursday,00:00:00,Huancayo,Mixta,Galletas,Snacks,1.34,Descuento,Lluvioso,2026-04-19 23:51:28.848790
T00252,S043,2024-10-10,10,Thursday,00:00:00,Huancayo,Residencial,Gaseosa,Bebidas,4.47,Descuento,Soleado,2026-04-19 23:51:28.848790
T00253,S028,2024-02-06,2,Tuesday,00:00:00,Cusco,Comercial,Chocolate,Snacks,2.01,Ninguno,Lluvioso,2026-04-19 23:51:28.848790
T00254,S045,2024-07-25,7,Thursday,00:00:00,Arequipa,Comercial,Alcohol medicinal,Farmacia,9.17,Ninguno,Nublado,2026-04-19 23:51:28.848790
T00255,S046,2024-10-29,10,Tuesday,00:00:00,Cusco,Residencial,Energizante,Bebidas,5.09,Combo,Lluvioso,2026-04-19 23:51:28.848790
T00256,S041,2024-02-01,2,Thursday,00:00:00,Cusco,Comercial,Papas fritas,Snacks,2.59,2x1,Lluvioso,2026-04-19 23:51:28.848790
T00257,S047,2024-04-27,4,Saturday,00:00:00,Piura,Mixta,Energizante,Bebidas,4.49,Descuento,Lluvioso,2026-04-19 23:51:28.848790
T00258,S010,2024-04-21,4,Sunday,00:00:00,Lima,Mixta,Shampoo,Aseo,9.86,2x1,Nublado,2026-04-19 23:51:28.848790
T00259,S009,2024-04-24,4,Wednesday,00:00:00,Piura,Residencial,Chocolate,Snacks,2.34,Ninguno,Lluvioso,2026-04-19 23:51:28.848790
T00260,S047,2024-06-23,6,Sunday,00:00:00,Huancayo,Residencial,Empanada,Comidas,8.28,2x1,Lluvioso,2026-04-19 23:51:28.848790
T00261,S001,2024-07-23,7,Tuesday,00:00:00,Lima,Residencial,Jabón,Aseo,10.18,Ninguno,Nublado,2026-04-19 23:51:28.848790
T00262,S001,2024-08-28,8,Wednesday,00:00:00,Arequipa,Residencial,Sandwich,Comidas,7.53,Ninguno,Soleado,2026-04-19 23:51:28.848790
T00263,S030,2024-04-02,4,Tuesday,00:00:00,Lima,Mixta,Cerveza,Alcohol,22.77,Ninguno,Lluvioso,2026-04-19 23:51:28.848790
T00264,S045,2024-02-26,2,Monday,00:00:00,Piura,Mixta,Galletas,Snacks,5.84,Ninguno,Lluvioso,2026-04-19 23:51:28.848790
T00265,S030,2024-11-30,11,Saturday,00:00:00,Trujillo,Mixta,Empanada,Comidas,8.69,Ninguno,Lluvioso,2026-04-19 23:51:28.848790
T00266,S045,2024-08-22,8,Thursday,00:00:00,Huancayo,Residencial,Energizante,Bebidas,6.64,2x1,Nublado,2026-04-19 23:51:28.848790
T00267,S031,2024-11-13,11,Wednesday,00:00:00,Piura,Residencial,Sandwich,Comidas,8.47,Ninguno,Soleado,2026-04-19 23:51:28.848790
T00268,S002,2024-10-03,10,Thursday,00:00:00,Piura,Residencial,Shampoo,Aseo,5.48,Descuento,Nublado,2026-04-19 23:51:28.848790
T00269,S038,2024-04-03,4,Wednesday,00:00:00,Piura,Mixta,Gaseosa,Bebidas,6.93,2x1,Lluvioso,2026-04-19 23:51:28.848790
T00270,S006,2024-08-09,8,Friday,00:00:00,Huancayo,Residencial,Cerveza,Alcohol,20.76,2x1,Soleado,2026-04-19 23:51:28.848790
T00271,S048,2024-12-05,12,Thursday,00:00:00,Cusco,Residencial,Vino,Alcohol,21.66,Ninguno,Lluvioso,2026-04-19 23:51:28.848790
T00272,S012,2024-08-04,8,Sunday,00:00:00,Arequipa,Mixta,Jabón,Aseo,11.74,Combo,Nublado,2026-04-19 23:51:28.848790
T00273,S048,2024-10-25,10,Friday,00:00:00,Arequipa,Residencial,Empanada,Comidas,13.92,2x1,Soleado,2026-04-19 23:51:28.848790
T00274,S025,2024-10-17,10,Thursday,00:00:00,Huancayo,Comercial,Energizante,Bebidas,7.02,Ninguno,Lluvioso,2026-04-19 23:51:28.848790
T00275,S021,2024-03-08,3,Friday,00:00:00,Piura,Comercial,Jabón,Aseo,9.06,2x1,Lluvioso,2026-04-19 23:51:28.848790
T00276,S044,2024-09-24,9,Tuesday,00:00:00,Huancayo,Residencial,Galletas,Snacks,5.16,2x1,Lluvioso,2026-04-19 23:51:28.848790
T00277,S047,2024-05-12,5,Sunday,00:00:00,Arequipa,Mixta,Agua,Bebidas,2.94,Ninguno,Nublado,2026-04-19 23:51:28.848790
T00278,S026,2024-07-27,7,Saturday,00:00:00,Huancayo,Comercial,Vino,Alcohol,19.03,Descuento,Lluvioso,2026-04-19 23:51:28.848790
T00279,S030,2024-04-03,4,Wednesday,00:00:00,Trujillo,Comercial,Jabón,Aseo,4.25,Ninguno,Nublado,2026-04-19 23:51:28.848790
T00280,S020,2024-07-27,7,Saturday,00:00:00,Huancayo,Comercial,Empanada,Comidas,12.37,2x1,Lluvioso,2026-04-19 23:51:28.848790
T00281,S030,2024-10-19,10,Saturday,00:00:00,Lima,Mixta,Energizante,Bebidas,2.37,Combo,Soleado,2026-04-19 23:51:28.848790
T00282,S040,2024-01-11,1,Thursday,00:00:00,Piura,Mixta,Vino,Alcohol,8.8,Ninguno,Nublado,2026-04-19 23:51:28.848790
T00283,S037,2024-03-12,3,Tuesday,00:00:00,Cusco,Mixta,Hamburguesa,Comidas,7.56,2x1,Soleado,2026-04-19 23:51:28.848790
T00284,S035,2024-10-08,10,Tuesday,00:00:00,Piura,Comercial,Alcohol medicinal,Farmacia,4.01,Descuento,Lluvioso,2026-04-19 23:51:28.848790
T00285,S015,2024-04-21,4,Sunday,00:00:00,Lima,Mixta,Papas fritas,Snacks,3.29,Descuento,Soleado,2026-04-19 23:51:28.848790
T00286,S035,2024-04-15,4,Monday,00:00:00,Trujillo,Residencial,Energizante,Bebidas,5.14,Ninguno,Lluvioso,2026-04-19 23:51:28.848790
T00287,S004,2024-02-17,2,Saturday,00:00:00,Cusco,Mixta,Energizante,Bebidas,7.34,Ninguno,Soleado,2026-04-19 23:51:28.848790
T00288,S008,2024-02-08,2,Thursday,00:00:00,Lima,Residencial,Hamburguesa,Comidas,6.83,Ninguno,Soleado,2026-04-19 23:51:28.848790
T00289,S025,2024-09-03,9,Tuesday,00:00:00,Huancayo,Residencial,Alcohol medicinal,Farmacia,4.23,Ninguno,Nublado,2026-04-19 23:51:28.848790
T00290,S001,2024-05-06,5,Monday,00:00:00,Huancayo,Residencial,Chocolate,Snacks,4.0,2x1,Soleado,2026-04-19 23:51:28.848790
T00291,S002,2024-09-29,9,Sunday,00:00:00,Piura,Mixta,Jabón,Aseo,10.08,Ninguno,Lluvioso,2026-04-19 23:51:28.848790
T00292,S015,2024-09-02,9,Monday,00:00:00,Huancayo,Mixta,Shampoo,Aseo,6.72,Ninguno,Nublado,2026-04-19 23:51:28.848790
T00293,S009,2024-07-19,7,Friday,00:00:00,Cusco,Mixta,Jabón,Aseo,4.2,2x1,Nublado,2026-04-19 23:51:28.848790
T00294,S017,2024-10-14,10,Monday,00:00:00,Cusco,Residencial,Shampoo,Aseo,10.01,Combo,Lluvioso,2026-04-19 23:51:28.848790
T00295,S040,2024-08-08,8,Thursday,00:00:00,Huancayo,Comercial,Galletas,Snacks,4.88,Ninguno,Lluvioso,2026-04-19 23:51:28.848790
T00296,S036,2024-12-04,12,Wednesday,00:00:00,Cusco,Mixta,Gaseosa,Bebidas,3.77,2x1,Nublado,2026-04-19 23:51:28.848790
T00297,S048,2024-02-27,2,Tuesday,00:00:00,Cusco,Comercial,Agua,Bebidas,6.77,Ninguno,Nublado,2026-04-19 23:51:28.848790
T00298,S003,2024-10-22,10,Tuesday,00:00:00,Cusco,Comercial,Vino,Alcohol,12.49,Ninguno,Soleado,2026-04-19 23:51:28.848790
T00299,S044,2024-09-06,9,Friday,00:00:00,Lima,Comercial,Vino,Alcohol,7.06,Ninguno,Lluvioso,2026-04-19 23:51:28.848790
T00300,S022,2024-10-08,10,Tuesday,00:00:00,Piura,Mixta,Chocolate,Snacks,3.2,Ninguno,Lluvioso,2026-04-19 23:51:28.848790
T00301,S004,2024-10-20,10,Sunday,00:00:00,Piura,Comercial,Alcohol medicinal,Farmacia,8.13,Descuento,Soleado,2026-04-19 23:51:28.848790
T00302,S045,2024-03-31,3,Sunday,00:00:00,Huancayo,Mixta,Hamburguesa,Comidas,12.8,2x1,Soleado,2026-04-19 23:51:28.848790
T00303,S028,2024-12-23,12,Monday,00:00:00,Lima,Mixta,Papas fritas,Snacks,3.66,2x1,Lluvioso,2026-04-19 23:51:28.848790
T00304,S042,2024-04-03,4,Wednesday,00:00:00,Piura,Residencial,Chocolate,Snacks,3.29,Ninguno,Soleado,2026-04-19 23:51:28.848790
T00305,S006,2024-11-30,11,Saturday,00:00:00,Huancayo,Comercial,Sandwich,Comidas,7.09,Descuento,Nublado,2026-04-19 23:51:28.848790
T00306,S023,2024-06-11,6,Tuesday,00:00:00,Huancayo,Mixta,Jabón,Aseo,9.43,Descuento,Lluvioso,2026-04-19 23:51:28.848790
T00307,S044,2024-08-04,8,Sunday,00:00:00,Piura,Mixta,Shampoo,Aseo,10.76,Ninguno,Nublado,2026-04-19 23:51:28.848790
T00308,S001,2024-01-19,1,Friday,00:00:00,Cusco,Mixta,Jugo,Bebidas,4.42,Ninguno,Lluvioso,2026-04-19 23:51:28.848790
T00309,S028,2024-12-20,12,Friday,00:00:00,Trujillo,Comercial,Galletas,Snacks,1.91,Ninguno,Lluvioso,2026-04-19 23:51:28.848790
T00310,S042,2024-12-17,12,Tuesday,00:00:00,Piura,Mixta,Hamburguesa,Comidas,7.2,Ninguno,Lluvioso,2026-04-19 23:51:28.848790
T00311,S046,2024-05-04,5,Saturday,00:00:00,Arequipa,Comercial,Galletas,Snacks,2.99,2x1,Soleado,2026-04-19 23:51:28.848790
T00312,S003,2024-04-17,4,Wednesday,00:00:00,Trujillo,Mixta,Alcohol medicinal,Farmacia,3.27,Ninguno,Lluvioso,2026-04-19 23:51:28.848790
T00313,S011,2024-04-15,4,Monday,00:00:00,Arequipa,Residencial,Cerveza,Alcohol,14.37,Ninguno,Soleado,2026-04-19 23:51:28.848790
T00314,S023,2024-09-07,9,Saturday,00:00:00,Arequipa,Residencial,Vino,Alcohol,7.25,2x1,Soleado,2026-04-19 23:51:28.848790
T00315,S010,2024-01-30,1,Tuesday,00:00:00,Trujillo,Mixta,Gaseosa,Bebidas,6.14,Descuento,Soleado,2026-04-19 23:51:28.848790
T00316,S016,2024-04-08,4,Monday,00:00:00,Arequipa,Residencial,Shampoo,Aseo,11.42,Combo,Lluvioso,2026-04-19 23:51:28.848790
T00317,S027,2024-08-28,8,Wednesday,00:00:00,Trujillo,Mixta,Galletas,Snacks,1.2,Descuento,Lluvioso,2026-04-19 23:51:28.848790
T00318,S028,2024-10-09,10,Wednesday,00:00:00,Huancayo,Mixta,Vino,Alcohol,21.53,Ninguno,Lluvioso,2026-04-19 23:51:28.848790
T00319,S019,2024-04-27,4,Saturday,00:00:00,Cusco,Residencial,Paracetamol,Farmacia,7.86,Ninguno,Nublado,2026-04-19 23:51:28.848790
T00320,S019,2024-04-15,4,Monday,00:00:00,Arequipa,Mixta,Cerveza,Alcohol,9.25,Ninguno,Nublado,2026-04-19 23:51:28.848790
T00321,S009,2024-02-03,2,Saturday,00:00:00,Arequipa,Comercial,Paracetamol,Farmacia,8.78,Ninguno,Lluvioso,2026-04-19 23:51:28.848790
T00322,S007,2024-10-14,10,Monday,00:00:00,Piura,Comercial,Shampoo,Aseo,11.94,2x1,Lluvioso,2026-04-19 23:51:28.848790
T00323,S017,2024-03-08,3,Friday,00:00:00,Huancayo,Mixta,Sandwich,Comidas,11.19,2x1,Lluvioso,2026-04-19 23:51:28.848790
T00324,S011,2024-12-17,12,Tuesday,00:00:00,Huancayo,Mixta,Jabón,Aseo,6.03,2x1,Soleado,2026-04-19 23:51:28.848790
T00325,S049,2024-12-13,12,Friday,00:00:00,Cusco,Residencial,Chocolate,Snacks,5.9,Ninguno,Lluvioso,2026-04-19 23:51:28.848790
T00326,S042,2024-06-30,6,Sunday,00:00:00,Lima,Comercial,Vino,Alcohol,23.92,Ninguno,Nublado,2026-04-19 23:51:28.848790
T00327,S026,2024-10-29,10,Tuesday,00:00:00,Huancayo,Residencial,Paracetamol,Farmacia,3.88,Descuento,Lluvioso,2026-04-19 23:51:28.848790
T00328,S015,2024-07-19,7,Friday,00:00:00,Lima,Comercial,Cerveza,Alcohol,18.03,2x1,Soleado,2026-04-19 23:51:28.848790
T00329,S036,2024-01-12,1,Friday,00:00:00,Cusco,Residencial,Shampoo,Aseo,5.15,2x1,Soleado,2026-04-19 23:51:28.848790
T00330,S014,2024-01-22,1,Monday,00:00:00,Trujillo,Residencial,Agua,Bebidas,5.49,2x1,Nublado,2026-04-19 23:51:28.848790
T00331,S027,2024-08-18,8,Sunday,00:00:00,Huancayo,Residencial,Jabón,Aseo,7.99,2x1,Lluvioso,2026-04-19 23:51:28.848790
T00332,S035,2024-12-08,12,Sunday,00:00:00,Arequipa,Comercial,Sandwich,Comidas,5.13,Ninguno,Lluvioso,2026-04-19 23:51:28.848790
T00333,S039,2024-05-12,5,Sunday,00:00:00,Trujillo,Comercial,Jugo,Bebidas,7.93,Ninguno,Soleado,2026-04-19 23:51:28.848790
T00334,S029,2024-02-23,2,Friday,00:00:00,Trujillo,Comercial,Chocolate,Snacks,2.63,Descuento,Lluvioso,2026-04-19 23:51:28.848790
T00335,S013,2024-04-21,4,Sunday,00:00:00,Arequipa,Mixta,Jabón,Aseo,4.74,Ninguno,Soleado,2026-04-19 23:51:28.848790
T00336,S048,2024-07-06,7,Saturday,00:00:00,Trujillo,Residencial,Paracetamol,Farmacia,7.56,Ninguno,Nublado,2026-04-19 23:51:28.848790
T00337,S035,2024-02-08,2,Thursday,00:00:00,Huancayo,Mixta,Galletas,Snacks,2.36,Descuento,Nublado,2026-04-19 23:51:28.848790
T00338,S016,2024-08-19,8,Monday,00:00:00,Arequipa,Comercial,Empanada,Comidas,8.37,Ninguno,Soleado,2026-04-19 23:51:28.848790
T00339,S029,2024-09-25,9,Wednesday,00:00:00,Arequipa,Residencial,Alcohol medicinal,Farmacia,8.71,Ninguno,Nublado,2026-04-19 23:51:28.848790
T00340,S042,2024-12-18,12,Wednesday,00:00:00,Huancayo,Comercial,Hamburguesa,Comidas,9.01,Ninguno,Lluvioso,2026-04-19 23:51:28.848790
T00341,S044,2024-02-16,2,Friday,00:00:00,Lima,Comercial,Paracetamol,Farmacia,5.08,Combo,Soleado,2026-04-19 23:51:28.848790
T00342,S043,2024-07-06,7,Saturday,00:00:00,Cusco,Residencial,Cerveza,Alcohol,8.21,2x1,Soleado,2026-04-19 23:51:28.848790
T00343,S039,2024-10-09,10,Wednesday,00:00:00,Lima,Comercial,Vino,Alcohol,7.53,Descuento,Lluvioso,2026-04-19 23:51:28.848790
T00344,S008,2024-05-11,5,Saturday,00:00:00,Piura,Comercial,Vino,Alcohol,24.45,Ninguno,Lluvioso,2026-04-19 23:51:28.848790
T00345,S029,2024-05-31,5,Friday,00:00:00,Piura,Mixta,Paracetamol,Farmacia,3.6,Ninguno,Nublado,2026-04-19 23:51:28.848790
T00346,S031,2024-06-09,6,Sunday,00:00:00,Huancayo,Residencial,Chocolate,Snacks,1.95,Ninguno,Nublado,2026-04-19 23:51:28.848790
T00347,S031,2024-01-11,1,Thursday,00:00:00,Arequipa,Comercial,Cerveza,Alcohol,14.46,2x1,Nublado,2026-04-19 23:51:28.848790
T00348,S047,2024-06-15,6,Saturday,00:00:00,Lima,Comercial,Shampoo,Aseo,6.99,Ninguno,Lluvioso,2026-04-19 23:51:28.848790
T00349,S021,2024-12-04,12,Wednesday,00:00:00,Cusco,Residencial,Hamburguesa,Comidas,8.83,Ninguno,Nublado,2026-04-19 23:51:28.848790
